
=========== Page Simulation ===========
----------- FIFO Start -----------
~~~~~ First In First Out ~~~~~
Memory: [ 5 X X X ]   Page Referenced: 5 | No eviction
Memory: [ 6 2 5 7 ]   Page Referenced: 7 | No eviction
Memory: [ 7 2 5 1 ]   Page Referenced: 1 | Page 6 evicted
Memory: [ 7 2 5 1 ]   Page Referenced: 2 | No eviction
Memory: [ 7 2 5 1 ]   Page Referenced: 1 | No eviction
Memory: [ 7 2 5 1 ]   Page Referenced: 1 | No eviction
Memory: [ 7 2 5 1 ]   Page Referenced: 1 | No eviction
Memory: [ 7 2 5 4 ]   Page Referenced: 4 | Page 1 evicted
Memory: [ 2 5 4 3 ]   Page Referenced: 3 | Page 7 evicted
Memory: [ 5 4 3 8 ]   Page Referenced: 8 | Page 2 evicted
Memory: [ 4 3 8 6 ]   Page Referenced: 6 | Page 5 evicted
Memory: [ 3 8 6 5 ]   Page Referenced: 5 | Page 4 evicted
Memory: [ 3 8 6 5 ]   Page Referenced: 5 | No eviction
Memory: [ 3 8 6 5 ]   Page Referenced: 6 | No eviction
Memory: [ 5 3 8 9 ]   Page Referenced: 9 | Page 6 evicted
Memory: [ 3 8 9 4 ]   Page Referenced: 4 | Page 5 evicted
Memory: [ 8 9 4 7 ]   Page Referenced: 7 | Page 3 evicted
Memory: [ 8 9 4 7 ]   Page Referenced: 4 | No eviction
Memory: [ 8 9 7 6 ]   Page Referenced: 6 | Page 4 evicted
Memory: [ 8 9 7 6 ]   Page Referenced: 7 | No eviction
Memory: [ 8 9 7 6 ]   Page Referenced: 9 | No eviction
Memory: [ 8 9 7 6 ]   Page Referenced: 9 | No eviction
Memory: [ 8 9 7 6 ]   Page Referenced: 9 | No eviction
Memory: [ 8 9 7 6 ]   Page Referenced: 7 | No eviction
Memory: [ 8 9 7 6 ]   Page Referenced: 8 | No eviction
Memory: [ 8 9 7 6 ]   Page Referenced: 7 | No eviction
Memory: [ 8 9 7 6 ]   Page Referenced: 7 | No eviction
Memory: [ 8 9 7 6 ]   Page Referenced: 8 | No eviction
Memory: [ 8 9 7 6 ]   Page Referenced: 8 | No eviction
Memory: [ 8 9 7 6 ]   Page Referenced: 7 | No eviction
Memory: [ 8 9 7 6 ]   Page Referenced: 8 | No eviction
Memory: [ 8 9 7 6 ]   Page Referenced: 7 | No eviction
Memory: [ 8 9 7 6 ]   Page Referenced: 6 | No eviction
Memory: [ 8 9 7 6 ]   Page Referenced: 7 | No eviction
Memory: [ 8 9 6 5 ]   Page Referenced: 5 | Page 7 evicted
Memory: [ 9 6 5 4 ]   Page Referenced: 4 | Page 8 evicted
Memory: [ 6 5 4 3 ]   Page Referenced: 3 | Page 9 evicted
Memory: [ 6 5 4 3 ]   Page Referenced: 3 | No eviction
Memory: [ 6 5 4 3 ]   Page Referenced: 3 | No eviction
Memory: [ 6 5 4 3 ]   Page Referenced: 4 | No eviction
Memory: [ 6 5 4 3 ]   Page Referenced: 4 | No eviction
Memory: [ 3 6 5 0 ]   Page Referenced: 0 | Page 4 evicted
Memory: [ 3 6 5 0 ]   Page Referenced: 0 | No eviction
Memory: [ 6 0 5 7 ]   Page Referenced: 7 | Page 3 evicted
Memory: [ 6 0 5 7 ]   Page Referenced: 7 | No eviction
Memory: [ 0 7 5 8 ]   Page Referenced: 8 | Page 6 evicted
Memory: [ 7 5 8 9 ]   Page Referenced: 9 | Page 0 evicted
Memory: [ 7 5 8 9 ]   Page Referenced: 8 | No eviction
Memory: [ 8 5 9 0 ]   Page Referenced: 0 | Page 7 evicted
Memory: [ 8 5 9 0 ]   Page Referenced: 9 | No eviction
Memory: [ 8 5 9 0 ]   Page Referenced: 9 | No eviction
Memory: [ 8 5 9 0 ]   Page Referenced: 0 | No eviction
Memory: [ 8 0 5 2 ]   Page Referenced: 2 | Page 9 evicted
Memory: [ 0 5 2 3 ]   Page Referenced: 3 | Page 8 evicted
Memory: [ 0 5 2 3 ]   Page Referenced: 2 | No eviction
Memory: [ 2 5 3 8 ]   Page Referenced: 8 | Page 0 evicted
Memory: [ 2 5 3 8 ]   Page Referenced: 8 | No eviction
Memory: [ 8 5 3 6 ]   Page Referenced: 6 | Page 2 evicted
Memory: [ 8 5 3 6 ]   Page Referenced: 5 | No eviction
Memory: [ 8 5 3 6 ]   Page Referenced: 6 | No eviction
Memory: [ 8 5 3 6 ]   Page Referenced: 8 | No eviction
Memory: [ 5 6 3 7 ]   Page Referenced: 7 | Page 8 evicted
Memory: [ 6 3 7 8 ]   Page Referenced: 8 | Page 5 evicted
Memory: [ 3 7 8 9 ]   Page Referenced: 9 | Page 6 evicted
Memory: [ 7 8 9 4 ]   Page Referenced: 4 | Page 3 evicted
Memory: [ 7 8 9 4 ]   Page Referenced: 4 | No eviction
Memory: [ 7 8 9 4 ]   Page Referenced: 4 | No eviction
Memory: [ 7 8 9 5 ]   Page Referenced: 5 | Page 4 evicted
Memory: [ 8 9 5 6 ]   Page Referenced: 6 | Page 7 evicted
Memory: [ 8 9 5 6 ]   Page Referenced: 5 | No eviction
Memory: [ 8 9 5 6 ]   Page Referenced: 8 | No eviction
Memory: [ 5 9 6 7 ]   Page Referenced: 7 | Page 8 evicted
Memory: [ 5 9 6 7 ]   Page Referenced: 7 | No eviction
Memory: [ 7 9 6 8 ]   Page Referenced: 8 | Page 5 evicted
Memory: [ 9 6 8 4 ]   Page Referenced: 4 | Page 7 evicted
Memory: [ 9 6 8 4 ]   Page Referenced: 6 | No eviction

Run 5 Hit Ratio: 57%
----------- Random Pick Start -----------
~~~~~ Random Pick ~~~~~
Memory: [ 4 X X X ]   Page Referenced: 4 | No eviction
Memory: [ 4 5 X X ]   Page Referenced: 5 | No eviction
Memory: [ 4 5 3 X ]   Page Referenced: 3 | No eviction
Memory: [ 4 5 3 X ]   Page Referenced: 3 | No eviction
Memory: [ 4 5 3 8 ]   Page Referenced: 8 | No eviction
Memory: [ 4 5 8 9 ]   Page Referenced: 9 | Page 3 evicted
Memory: [ 5 8 9 3 ]   Page Referenced: 3 | Page 4 evicted
Memory: [ 5 8 3 6 ]   Page Referenced: 6 | Page 9 evicted
Memory: [ 5 8 3 6 ]   Page Referenced: 5 | No eviction
Memory: [ 8 3 6 7 ]   Page Referenced: 7 | Page 5 evicted
Memory: [ 8 3 6 7 ]   Page Referenced: 6 | No eviction
Memory: [ 8 3 6 7 ]   Page Referenced: 6 | No eviction
Memory: [ 3 6 7 5 ]   Page Referenced: 5 | Page 8 evicted
Memory: [ 6 7 5 9 ]   Page Referenced: 9 | Page 3 evicted
Memory: [ 6 7 5 9 ]   Page Referenced: 5 | No eviction
Memory: [ 6 7 5 9 ]   Page Referenced: 6 | No eviction
Memory: [ 6 7 5 9 ]   Page Referenced: 7 | No eviction
Memory: [ 6 5 9 8 ]   Page Referenced: 8 | Page 7 evicted
Memory: [ 6 5 9 8 ]   Page Referenced: 9 | No eviction
Memory: [ 6 5 9 0 ]   Page Referenced: 0 | Page 8 evicted
Memory: [ 6 9 0 1 ]   Page Referenced: 1 | Page 5 evicted
Memory: [ 6 9 0 1 ]   Page Referenced: 6 | No eviction
Memory: [ 6 9 0 1 ]   Page Referenced: 6 | No eviction
Memory: [ 6 9 0 1 ]   Page Referenced: 1 | No eviction
Memory: [ 6 9 0 1 ]   Page Referenced: 1 | No eviction
Memory: [ 6 9 0 1 ]   Page Referenced: 0 | No eviction
Memory: [ 6 9 0 1 ]   Page Referenced: 9 | No eviction
Memory: [ 6 9 0 1 ]   Page Referenced: 0 | No eviction
Memory: [ 6 9 0 1 ]   Page Referenced: 1 | No eviction
Memory: [ 6 9 0 1 ]   Page Referenced: 1 | No eviction
Memory: [ 6 9 0 1 ]   Page Referenced: 1 | No eviction
Memory: [ 9 0 1 3 ]   Page Referenced: 3 | Page 6 evicted
Memory: [ 9 0 1 3 ]   Page Referenced: 3 | No eviction
Memory: [ 9 0 3 4 ]   Page Referenced: 4 | Page 1 evicted
Memory: [ 9 0 3 4 ]   Page Referenced: 4 | No eviction
Memory: [ 9 3 4 7 ]   Page Referenced: 7 | Page 0 evicted
Memory: [ 9 3 4 8 ]   Page Referenced: 8 | Page 7 evicted
Memory: [ 9 3 4 8 ]   Page Referenced: 3 | No eviction
Memory: [ 9 3 4 8 ]   Page Referenced: 3 | No eviction
Memory: [ 9 3 4 8 ]   Page Referenced: 4 | No eviction
Memory: [ 3 4 8 1 ]   Page Referenced: 1 | Page 9 evicted
Memory: [ 3 4 1 9 ]   Page Referenced: 9 | Page 8 evicted
Memory: [ 3 4 9 0 ]   Page Referenced: 0 | Page 1 evicted
Memory: [ 3 9 0 7 ]   Page Referenced: 7 | Page 4 evicted
Memory: [ 9 0 7 8 ]   Page Referenced: 8 | Page 3 evicted
Memory: [ 9 7 8 6 ]   Page Referenced: 6 | Page 0 evicted
Memory: [ 9 7 8 6 ]   Page Referenced: 7 | No eviction
Memory: [ 7 8 6 4 ]   Page Referenced: 4 | Page 9 evicted
Memory: [ 7 8 6 4 ]   Page Referenced: 6 | No eviction
Memory: [ 8 6 4 2 ]   Page Referenced: 2 | Page 7 evicted
Memory: [ 8 6 2 0 ]   Page Referenced: 0 | Page 4 evicted
Memory: [ 8 6 2 0 ]   Page Referenced: 0 | No eviction
Memory: [ 8 2 0 3 ]   Page Referenced: 3 | Page 6 evicted
Memory: [ 2 0 3 4 ]   Page Referenced: 4 | Page 8 evicted
Memory: [ 2 3 4 7 ]   Page Referenced: 7 | Page 0 evicted
Memory: [ 3 4 7 8 ]   Page Referenced: 8 | Page 2 evicted
Memory: [ 3 7 8 9 ]   Page Referenced: 9 | Page 4 evicted
Memory: [ 3 7 9 2 ]   Page Referenced: 2 | Page 8 evicted
Memory: [ 3 9 2 1 ]   Page Referenced: 1 | Page 7 evicted
Memory: [ 3 9 2 0 ]   Page Referenced: 0 | Page 1 evicted
Memory: [ 9 2 0 6 ]   Page Referenced: 6 | Page 3 evicted
Memory: [ 9 0 6 7 ]   Page Referenced: 7 | Page 2 evicted
Memory: [ 9 0 6 7 ]   Page Referenced: 0 | No eviction
Memory: [ 9 0 6 7 ]   Page Referenced: 0 | No eviction
Memory: [ 9 0 7 1 ]   Page Referenced: 1 | Page 6 evicted
Memory: [ 9 0 7 1 ]   Page Referenced: 9 | No eviction
Memory: [ 9 0 7 1 ]   Page Referenced: 9 | No eviction
Memory: [ 9 7 1 5 ]   Page Referenced: 5 | Page 0 evicted
Memory: [ 9 7 1 5 ]   Page Referenced: 9 | No eviction
Memory: [ 9 7 1 4 ]   Page Referenced: 4 | Page 5 evicted
Memory: [ 9 7 1 4 ]   Page Referenced: 4 | No eviction
Memory: [ 9 7 1 4 ]   Page Referenced: 4 | No eviction
Memory: [ 7 1 4 3 ]   Page Referenced: 3 | Page 9 evicted
Memory: [ 7 1 4 3 ]   Page Referenced: 4 | No eviction
Memory: [ 7 1 4 3 ]   Page Referenced: 3 | No eviction
Memory: [ 7 1 4 3 ]   Page Referenced: 7 | No eviction
Memory: [ 7 4 3 6 ]   Page Referenced: 6 | Page 1 evicted
Memory: [ 7 4 3 6 ]   Page Referenced: 6 | No eviction
Memory: [ 7 4 3 6 ]   Page Referenced: 6 | No eviction
Memory: [ 7 4 6 2 ]   Page Referenced: 2 | Page 3 evicted
Memory: [ 7 4 6 2 ]   Page Referenced: 2 | No eviction
Memory: [ 7 4 2 1 ]   Page Referenced: 1 | Page 6 evicted
Memory: [ 7 4 2 1 ]   Page Referenced: 1 | No eviction
Memory: [ 7 4 2 1 ]   Page Referenced: 2 | No eviction
Memory: [ 7 2 1 3 ]   Page Referenced: 3 | Page 4 evicted
Memory: [ 7 1 3 4 ]   Page Referenced: 4 | Page 2 evicted
Memory: [ 7 1 4 5 ]   Page Referenced: 5 | Page 3 evicted
Memory: [ 7 1 4 8 ]   Page Referenced: 8 | Page 5 evicted
Memory: [ 7 1 4 8 ]   Page Referenced: 7 | No eviction
Memory: [ 7 1 8 0 ]   Page Referenced: 0 | Page 4 evicted
Memory: [ 1 8 0 9 ]   Page Referenced: 9 | Page 7 evicted
Memory: [ 1 8 0 9 ]   Page Referenced: 8 | No eviction
Memory: [ 8 0 9 4 ]   Page Referenced: 4 | Page 1 evicted
Memory: [ 8 0 9 4 ]   Page Referenced: 4 | No eviction
Memory: [ 8 0 4 2 ]   Page Referenced: 2 | Page 9 evicted
Memory: [ 0 4 2 9 ]   Page Referenced: 9 | Page 8 evicted
Memory: [ 0 4 2 9 ]   Page Referenced: 9 | No eviction
Memory: [ 0 4 2 9 ]   Page Referenced: 0 | No eviction
Memory: [ 0 4 2 9 ]   Page Referenced: 0 | No eviction
Memory: [ 0 4 2 9 ]   Page Referenced: 0 | No eviction

Run 1 Hit Ratio: 48%
~~~~~ Random Pick ~~~~~
Memory: [ 1 X X X ]   Page Referenced: 1 | No eviction
Memory: [ 1 4 X X ]   Page Referenced: 4 | No eviction
Memory: [ 1 4 X X ]   Page Referenced: 4 | No eviction
Memory: [ 1 4 3 X ]   Page Referenced: 3 | No eviction
Memory: [ 1 4 3 2 ]   Page Referenced: 2 | No eviction
Memory: [ 1 4 3 2 ]   Page Referenced: 2 | No eviction
Memory: [ 1 4 3 2 ]   Page Referenced: 3 | No eviction
Memory: [ 1 4 3 6 ]   Page Referenced: 6 | Page 2 evicted
Memory: [ 1 4 3 7 ]   Page Referenced: 7 | Page 6 evicted
Memory: [ 4 3 7 6 ]   Page Referenced: 6 | Page 1 evicted
Memory: [ 4 3 6 5 ]   Page Referenced: 5 | Page 7 evicted
Memory: [ 4 3 6 5 ]   Page Referenced: 6 | No eviction
Memory: [ 4 6 5 7 ]   Page Referenced: 7 | Page 3 evicted
Memory: [ 4 6 5 7 ]   Page Referenced: 6 | No eviction
Memory: [ 4 6 5 7 ]   Page Referenced: 6 | No eviction
Memory: [ 4 6 5 7 ]   Page Referenced: 5 | No eviction
Memory: [ 4 6 5 7 ]   Page Referenced: 6 | No eviction
Memory: [ 4 6 5 1 ]   Page Referenced: 1 | Page 7 evicted
Memory: [ 4 6 5 1 ]   Page Referenced: 5 | No eviction
Memory: [ 4 6 5 1 ]   Page Referenced: 5 | No eviction
Memory: [ 4 6 5 1 ]   Page Referenced: 4 | No eviction
Memory: [ 4 6 5 1 ]   Page Referenced: 4 | No eviction
Memory: [ 4 6 1 9 ]   Page Referenced: 9 | Page 5 evicted
Memory: [ 4 6 1 9 ]   Page Referenced: 9 | No eviction
Memory: [ 6 1 9 0 ]   Page Referenced: 0 | Page 4 evicted
Memory: [ 6 1 9 0 ]   Page Referenced: 9 | No eviction
Memory: [ 6 1 9 0 ]   Page Referenced: 9 | No eviction
Memory: [ 6 9 0 2 ]   Page Referenced: 2 | Page 1 evicted
Memory: [ 6 9 0 2 ]   Page Referenced: 0 | No eviction
Memory: [ 6 9 2 1 ]   Page Referenced: 1 | Page 0 evicted
Memory: [ 6 9 2 1 ]   Page Referenced: 6 | No eviction
Memory: [ 6 9 2 1 ]   Page Referenced: 6 | No eviction
Memory: [ 6 9 2 1 ]   Page Referenced: 6 | No eviction
Memory: [ 9 2 1 0 ]   Page Referenced: 0 | Page 6 evicted
Memory: [ 9 2 1 0 ]   Page Referenced: 0 | No eviction
Memory: [ 9 2 1 0 ]   Page Referenced: 9 | No eviction
Memory: [ 9 2 1 8 ]   Page Referenced: 8 | Page 0 evicted
Memory: [ 9 2 1 8 ]   Page Referenced: 2 | No eviction
Memory: [ 9 2 1 8 ]   Page Referenced: 2 | No eviction
Memory: [ 9 2 1 8 ]   Page Referenced: 2 | No eviction
Memory: [ 9 2 1 3 ]   Page Referenced: 3 | Page 8 evicted
Memory: [ 9 2 1 3 ]   Page Referenced: 3 | No eviction
Memory: [ 9 2 1 3 ]   Page Referenced: 3 | No eviction
Memory: [ 9 2 1 3 ]   Page Referenced: 9 | No eviction
Memory: [ 9 2 3 0 ]   Page Referenced: 0 | Page 1 evicted
Memory: [ 9 2 3 0 ]   Page Referenced: 0 | No eviction
Memory: [ 9 2 0 1 ]   Page Referenced: 1 | Page 3 evicted
Memory: [ 9 2 0 7 ]   Page Referenced: 7 | Page 1 evicted
Memory: [ 9 2 0 8 ]   Page Referenced: 8 | Page 7 evicted
Memory: [ 9 2 0 8 ]   Page Referenced: 9 | No eviction
Memory: [ 9 2 0 8 ]   Page Referenced: 8 | No eviction
Memory: [ 9 2 0 8 ]   Page Referenced: 9 | No eviction
Memory: [ 9 2 0 8 ]   Page Referenced: 8 | No eviction
Memory: [ 9 2 0 8 ]   Page Referenced: 8 | No eviction
Memory: [ 9 2 0 8 ]   Page Referenced: 9 | No eviction
Memory: [ 9 2 0 8 ]   Page Referenced: 8 | No eviction
Memory: [ 9 2 0 8 ]   Page Referenced: 8 | No eviction
Memory: [ 9 2 0 8 ]   Page Referenced: 8 | No eviction
Memory: [ 9 2 0 8 ]   Page Referenced: 8 | No eviction
Memory: [ 9 2 0 8 ]   Page Referenced: 0 | No eviction
Memory: [ 9 2 0 8 ]   Page Referenced: 0 | No eviction
Memory: [ 9 2 0 8 ]   Page Referenced: 0 | No eviction
Memory: [ 9 2 0 8 ]   Page Referenced: 0 | No eviction
Memory: [ 2 0 8 4 ]   Page Referenced: 4 | Page 9 evicted
Memory: [ 2 0 4 6 ]   Page Referenced: 6 | Page 8 evicted
Memory: [ 2 0 4 6 ]   Page Referenced: 6 | No eviction
Memory: [ 2 0 6 7 ]   Page Referenced: 7 | Page 4 evicted
Memory: [ 2 0 7 8 ]   Page Referenced: 8 | Page 6 evicted
Memory: [ 2 0 7 8 ]   Page Referenced: 2 | No eviction
Memory: [ 2 0 7 8 ]   Page Referenced: 2 | No eviction
Memory: [ 2 0 7 8 ]   Page Referenced: 8 | No eviction
Memory: [ 2 0 7 8 ]   Page Referenced: 7 | No eviction
Memory: [ 0 7 8 6 ]   Page Referenced: 6 | Page 2 evicted
Memory: [ 0 7 8 6 ]   Page Referenced: 7 | No eviction
Memory: [ 0 7 8 6 ]   Page Referenced: 7 | No eviction
Memory: [ 0 7 8 6 ]   Page Referenced: 8 | No eviction
Memory: [ 0 7 8 6 ]   Page Referenced: 7 | No eviction
Memory: [ 0 8 6 1 ]   Page Referenced: 1 | Page 7 evicted
Memory: [ 8 6 1 4 ]   Page Referenced: 4 | Page 0 evicted
Memory: [ 8 1 4 5 ]   Page Referenced: 5 | Page 6 evicted
Memory: [ 8 1 4 5 ]   Page Referenced: 4 | No eviction
Memory: [ 8 1 5 7 ]   Page Referenced: 7 | Page 4 evicted
Memory: [ 1 5 7 4 ]   Page Referenced: 4 | Page 8 evicted
Memory: [ 1 5 4 3 ]   Page Referenced: 3 | Page 7 evicted
Memory: [ 1 4 3 2 ]   Page Referenced: 2 | Page 5 evicted
Memory: [ 1 4 3 2 ]   Page Referenced: 3 | No eviction
Memory: [ 1 4 3 2 ]   Page Referenced: 2 | No eviction
Memory: [ 4 3 2 6 ]   Page Referenced: 6 | Page 1 evicted
Memory: [ 3 2 6 5 ]   Page Referenced: 5 | Page 4 evicted
Memory: [ 3 2 6 5 ]   Page Referenced: 5 | No eviction
Memory: [ 3 2 6 5 ]   Page Referenced: 5 | No eviction
Memory: [ 3 2 5 4 ]   Page Referenced: 4 | Page 6 evicted
Memory: [ 3 2 5 4 ]   Page Referenced: 4 | No eviction
Memory: [ 2 5 4 0 ]   Page Referenced: 0 | Page 3 evicted
Memory: [ 2 4 0 7 ]   Page Referenced: 7 | Page 5 evicted
Memory: [ 4 0 7 8 ]   Page Referenced: 8 | Page 2 evicted
Memory: [ 4 0 7 8 ]   Page Referenced: 8 | No eviction
Memory: [ 4 0 7 8 ]   Page Referenced: 7 | No eviction
Memory: [ 4 0 8 6 ]   Page Referenced: 6 | Page 7 evicted
Memory: [ 4 0 8 6 ]   Page Referenced: 8 | No eviction

Run 2 Hit Ratio: 60%
~~~~~ Random Pick ~~~~~
Memory: [ 5 X X X ]   Page Referenced: 5 | No eviction
Memory: [ 5 6 X X ]   Page Referenced: 6 | No eviction
Memory: [ 5 6 9 X ]   Page Referenced: 9 | No eviction
Memory: [ 5 6 9 8 ]   Page Referenced: 8 | No eviction
Memory: [ 5 6 9 7 ]   Page Referenced: 7 | Page 8 evicted
Memory: [ 6 9 7 3 ]   Page Referenced: 3 | Page 5 evicted
Memory: [ 6 9 7 4 ]   Page Referenced: 4 | Page 3 evicted
Memory: [ 6 7 4 5 ]   Page Referenced: 5 | Page 9 evicted
Memory: [ 6 7 4 5 ]   Page Referenced: 4 | No eviction
Memory: [ 6 7 4 2 ]   Page Referenced: 2 | Page 5 evicted
Memory: [ 6 4 2 3 ]   Page Referenced: 3 | Page 7 evicted
Memory: [ 6 2 3 8 ]   Page Referenced: 8 | Page 4 evicted
Memory: [ 6 3 8 7 ]   Page Referenced: 7 | Page 2 evicted
Memory: [ 6 3 8 7 ]   Page Referenced: 7 | No eviction
Memory: [ 6 3 8 7 ]   Page Referenced: 8 | No eviction
Memory: [ 6 3 8 7 ]   Page Referenced: 3 | No eviction
Memory: [ 6 3 7 2 ]   Page Referenced: 2 | Page 8 evicted
Memory: [ 6 3 7 2 ]   Page Referenced: 7 | No eviction
Memory: [ 6 3 7 2 ]   Page Referenced: 6 | No eviction
Memory: [ 6 3 2 1 ]   Page Referenced: 1 | Page 7 evicted
Memory: [ 6 2 1 0 ]   Page Referenced: 0 | Page 3 evicted
Memory: [ 6 2 1 0 ]   Page Referenced: 1 | No eviction
Memory: [ 6 2 1 0 ]   Page Referenced: 6 | No eviction
Memory: [ 6 2 1 0 ]   Page Referenced: 6 | No eviction
Memory: [ 2 1 0 5 ]   Page Referenced: 5 | Page 6 evicted
Memory: [ 2 1 0 3 ]   Page Referenced: 3 | Page 5 evicted
Memory: [ 2 0 3 6 ]   Page Referenced: 6 | Page 1 evicted
Memory: [ 0 3 6 4 ]   Page Referenced: 4 | Page 2 evicted
Memory: [ 0 3 6 4 ]   Page Referenced: 4 | No eviction
Memory: [ 0 3 6 4 ]   Page Referenced: 6 | No eviction
Memory: [ 0 6 4 1 ]   Page Referenced: 1 | Page 3 evicted
Memory: [ 0 6 4 2 ]   Page Referenced: 2 | Page 1 evicted
Memory: [ 0 6 4 9 ]   Page Referenced: 9 | Page 2 evicted
Memory: [ 6 4 9 8 ]   Page Referenced: 8 | Page 0 evicted
Memory: [ 6 4 8 7 ]   Page Referenced: 7 | Page 9 evicted
Memory: [ 6 4 8 7 ]   Page Referenced: 7 | No eviction
Memory: [ 6 4 8 7 ]   Page Referenced: 7 | No eviction
Memory: [ 6 4 8 7 ]   Page Referenced: 8 | No eviction
Memory: [ 6 4 8 7 ]   Page Referenced: 8 | No eviction
Memory: [ 4 8 7 9 ]   Page Referenced: 9 | Page 6 evicted
Memory: [ 4 8 7 9 ]   Page Referenced: 8 | No eviction
Memory: [ 4 8 7 0 ]   Page Referenced: 0 | Page 9 evicted
Memory: [ 4 7 0 1 ]   Page Referenced: 1 | Page 8 evicted
Memory: [ 4 7 0 1 ]   Page Referenced: 1 | No eviction
Memory: [ 4 0 1 6 ]   Page Referenced: 6 | Page 7 evicted
Memory: [ 4 0 1 3 ]   Page Referenced: 3 | Page 6 evicted
Memory: [ 4 0 3 5 ]   Page Referenced: 5 | Page 1 evicted
Memory: [ 4 0 3 2 ]   Page Referenced: 2 | Page 5 evicted
Memory: [ 4 0 3 2 ]   Page Referenced: 0 | No eviction
Memory: [ 4 0 3 2 ]   Page Referenced: 4 | No eviction
Memory: [ 0 3 2 8 ]   Page Referenced: 8 | Page 4 evicted
Memory: [ 0 3 2 4 ]   Page Referenced: 4 | Page 8 evicted
Memory: [ 3 2 4 5 ]   Page Referenced: 5 | Page 0 evicted
Memory: [ 2 4 5 1 ]   Page Referenced: 1 | Page 3 evicted
Memory: [ 2 4 1 7 ]   Page Referenced: 7 | Page 5 evicted
Memory: [ 2 4 1 5 ]   Page Referenced: 5 | Page 7 evicted
Memory: [ 2 4 1 5 ]   Page Referenced: 4 | No eviction
Memory: [ 2 4 1 5 ]   Page Referenced: 5 | No eviction
Memory: [ 2 4 1 5 ]   Page Referenced: 2 | No eviction
Memory: [ 2 4 1 3 ]   Page Referenced: 3 | Page 5 evicted
Memory: [ 2 4 1 3 ]   Page Referenced: 2 | No eviction
Memory: [ 2 4 1 3 ]   Page Referenced: 1 | No eviction
Memory: [ 2 4 1 3 ]   Page Referenced: 2 | No eviction
Memory: [ 2 4 1 3 ]   Page Referenced: 2 | No eviction
Memory: [ 2 4 1 3 ]   Page Referenced: 1 | No eviction
Memory: [ 2 4 1 3 ]   Page Referenced: 1 | No eviction
Memory: [ 2 4 1 3 ]   Page Referenced: 2 | No eviction
Memory: [ 2 4 1 3 ]   Page Referenced: 1 | No eviction
Memory: [ 2 4 1 3 ]   Page Referenced: 1 | No eviction
Memory: [ 2 4 1 3 ]   Page Referenced: 1 | No eviction
Memory: [ 2 1 3 0 ]   Page Referenced: 0 | Page 4 evicted
Memory: [ 2 1 0 9 ]   Page Referenced: 9 | Page 3 evicted
Memory: [ 2 1 0 9 ]   Page Referenced: 0 | No eviction
Memory: [ 2 1 0 9 ]   Page Referenced: 1 | No eviction
Memory: [ 2 1 0 9 ]   Page Referenced: 1 | No eviction
Memory: [ 2 1 0 9 ]   Page Referenced: 0 | No eviction
Memory: [ 2 1 0 9 ]   Page Referenced: 9 | No eviction
Memory: [ 2 1 0 9 ]   Page Referenced: 9 | No eviction
Memory: [ 1 0 9 8 ]   Page Referenced: 8 | Page 2 evicted
Memory: [ 1 0 9 8 ]   Page Referenced: 8 | No eviction
Memory: [ 1 0 8 7 ]   Page Referenced: 7 | Page 9 evicted
Memory: [ 1 8 7 6 ]   Page Referenced: 6 | Page 0 evicted
Memory: [ 1 7 6 5 ]   Page Referenced: 5 | Page 8 evicted
Memory: [ 1 7 6 5 ]   Page Referenced: 5 | No eviction
Memory: [ 1 7 6 5 ]   Page Referenced: 5 | No eviction
Memory: [ 1 7 6 5 ]   Page Referenced: 6 | No eviction
Memory: [ 1 7 6 9 ]   Page Referenced: 9 | Page 5 evicted
Memory: [ 1 7 6 9 ]   Page Referenced: 9 | No eviction
Memory: [ 1 7 6 9 ]   Page Referenced: 9 | No eviction
Memory: [ 1 7 6 9 ]   Page Referenced: 9 | No eviction
Memory: [ 7 6 9 2 ]   Page Referenced: 2 | Page 1 evicted
Memory: [ 7 6 2 1 ]   Page Referenced: 1 | Page 9 evicted
Memory: [ 7 6 1 0 ]   Page Referenced: 0 | Page 2 evicted
Memory: [ 7 6 1 9 ]   Page Referenced: 9 | Page 0 evicted
Memory: [ 7 6 1 9 ]   Page Referenced: 1 | No eviction
Memory: [ 7 6 1 9 ]   Page Referenced: 1 | No eviction
Memory: [ 7 6 1 9 ]   Page Referenced: 1 | No eviction
Memory: [ 7 6 9 0 ]   Page Referenced: 0 | Page 1 evicted
Memory: [ 7 6 9 0 ]   Page Referenced: 0 | No eviction
Memory: [ 7 6 9 0 ]   Page Referenced: 9 | No eviction

Run 3 Hit Ratio: 50%
~~~~~ Random Pick ~~~~~
Memory: [ 3 X X X ]   Page Referenced: 3 | No eviction
Memory: [ 3 2 X X ]   Page Referenced: 2 | No eviction
Memory: [ 3 2 X X ]   Page Referenced: 3 | No eviction
Memory: [ 3 2 X X ]   Page Referenced: 2 | No eviction
Memory: [ 3 2 X X ]   Page Referenced: 2 | No eviction
Memory: [ 3 2 1 X ]   Page Referenced: 1 | No eviction
Memory: [ 3 2 1 5 ]   Page Referenced: 5 | No eviction
Memory: [ 3 2 1 4 ]   Page Referenced: 4 | Page 5 evicted
Memory: [ 2 1 4 5 ]   Page Referenced: 5 | Page 3 evicted
Memory: [ 2 1 4 5 ]   Page Referenced: 4 | No eviction
Memory: [ 2 1 4 5 ]   Page Referenced: 5 | No eviction
